"School ID","School Name","Type","Authority","Gender","Regional Council","TA with Auckland Local Board","From","To","Number of changes"
109,"Coromandel Area School","Composite (Year 1-15)","State: Not integrated","Co-Ed","Waikato Region","Thames-Coromandel District",2000,2017,1
110,"Mercury Bay Area School","Composite (Year 1-15)","State: Not integrated","Co-Ed","Waikato Region","Thames-Coromandel District",2000,2017,1
111,"Thames High School","Secondary (Year 9-15)","State: Not integrated","Co-Ed","Waikato Region","Thames-Coromandel District",2000,2017,1
112,"Hauraki Plains College","Secondary (Year 9-15)","State: Not integrated","Co-Ed","Waikato Region","Hauraki District",2000,2017,1
113,"Paeroa College","Secondary (Year 9-15)","State: Not integrated","Co-Ed","Waikato Region","Hauraki District",2000,2017,1
114,"Waihi College","Secondary (Year 7-15)","State: Not integrated","Co-Ed","Waikato Region","Hauraki District",2000,2017,1
115,"Te Kauwhata College","Secondary (Year 7-15)","State: Not integrated","Co-Ed","Waikato Region","Waikato District",2000,2017,1
116,"Te Aroha College","Secondary (Year 9-15)","State: Not integrated","Co-Ed","Waikato Region","Matamata-Piako District",2000,2017,1
117,"Katikati College","Secondary (Year 7-15)","State: Not integrated","Co-Ed","Bay of Plenty Region","Western Bay of Plenty District",2000,2017,1
118,"Mt Maunganui College","Secondary (Year 9-15)","State: Not integrated","Co-Ed","Bay of Plenty Region","Tauranga City",2000,2017,1
119,"Huntly College","Secondary (Year 9-15)","State: Not integrated","Co-Ed","Waikato Region","Waikato District",2000,2017,1
120,"Otumoetai College","Secondary (Year 9-15)","State: Not integrated","Co-Ed","Bay of Plenty Region","Tauranga City",2000,2017,1
121,"Tauranga Boys' College","Secondary (Year 9-15)","State: Not integrated","Single Sex-Boys","Bay of Plenty Region","Tauranga City",2000,2017,1
122,"Tauranga Girls' College","Secondary (Year 9-15)","State: Not integrated","Single Sex-Girls","Bay of Plenty Region","Tauranga City",2000,2017,1
123,"Te Puke High School","Secondary (Year 9-15)","State: Not integrated","Co-Ed","Bay of Plenty Region","Western Bay of Plenty District",2000,2017,1
124,"Matamata College","Secondary (Year 9-15)","State: Not integrated","Co-Ed","Waikato Region","Matamata-Piako District",2000,2017,1
125,"Raglan Area School","Composite (Year 1-15)","State: Not integrated","Co-Ed","Waikato Region","Waikato District",2000,2017,1
126,"Morrinsville College","Secondary (Year 9-15)","State: Not integrated","Co-Ed","Waikato Region","Matamata-Piako District",2000,2017,1
127,"Ngaruawahia High School","Secondary (Year 9-15)","State: Not integrated","Co-Ed","Waikato Region","Waikato District",2000,2017,1
128,"Church College Of New Zealand","Secondary (Year 9-15)","Private: Fully Reg.","Co-Ed","Waikato Region","Hamilton City",2000,2009,1
129,"Fairfield College","Secondary (Year 9-15)","State: Not integrated","Co-Ed","Waikato Region","Hamilton City",2000,2017,1
130,"St Paul's Collegiate (Hamilton)","Secondary (Year 9-15)","Private: Fully Reg.","Sen.Co-Ed, Jun.Boys","Waikato Region","Hamilton City",2000,2017,1
131,"Hamilton Boys' High School","Secondary (Year 9-15)","State: Not integrated","Single Sex-Boys","Waikato Region","Hamilton City",2000,2017,1
132,"Hamilton Girls' High School","Secondary (Year 9-15)","State: Not integrated","Single Sex-Girls","Waikato Region","Hamilton City",2000,2017,1
133,"Raphael House Rudolf Steiner Area School","Composite (Year 1-15)","State: Integrated","Co-Ed","Wellington Region","Lower Hutt City",2000,2017,1
134,"Flaxmere College","Secondary (Year 7-15)","State: Not integrated","Co-Ed","Hawkes Bay Region","Hastings District",2000,2017,1
135,"Fraser High School","Secondary (Year 9-15)","State: Not integrated","Co-Ed","Waikato Region","Hamilton City",2000,2017,1
136,"St John's College (Hillcrest)","Secondary (Year 9-15)","State: Integrated","Single Sex-Boys","Waikato Region","Hamilton City",2000,2017,1
137,"Melville High School","Secondary (Year 9-15)","State: Not integrated","Co-Ed","Waikato Region","Hamilton City",2000,2017,1
138,"Hillcrest High School","Secondary (Year 9-15)","State: Not integrated","Co-Ed","Waikato Region","Hamilton City",2000,2017,1
139,"Sacred Heart Girls' College (Ham)","Secondary (Year 9-15)","State: Integrated","Single Sex-Girls","Waikato Region","Hamilton City",2000,2017,1
140,"Waikato Diocesan School For Girls","Secondary (Year 7-15)","State: Integrated","Single Sex-Girls","Waikato Region","Hamilton City",2000,2007,2
140,"Waikato Diocesan School For Girls","Secondary (Year 9-15)","State: Integrated","Single Sex-Girls","Waikato Region","Hamilton City",2008,2017,2
141,"St Peter's School (Cambridge)","Secondary (Year 7-15)","Private: Fully Reg.","Co-Ed","Waikato Region","Waipa District",2000,2017,1
142,"Cambridge High School","Secondary (Year 9-15)","State: Not integrated","Co-Ed","Waikato Region","Waipa District",2000,2017,1
143,"Trident High School","Secondary (Year 9-15)","State: Not integrated","Co-Ed","Bay of Plenty Region","Whakatane District",2000,2017,1
144,"Whakatane High School","Secondary (Year 9-15)","State: Not integrated","Co-Ed","Bay of Plenty Region","Whakatane District",2000,2017,1
145,"Edgecumbe College","Secondary (Year 9-15)","State: Not integrated","Co-Ed","Bay of Plenty Region","Whakatane District",2000,2017,1
146,"Te Awamutu College","Secondary (Year 9-15)","State: Not integrated","Co-Ed","Waikato Region","Waipa District",2000,2017,1
147,"Te Whanau-A-Apanui Area School","Composite (Year 1-15)","State: Not integrated","Co-Ed","Bay of Plenty Region","Opotiki District",2000,2015,1
148,"Opotiki College","Secondary (Year 9-15)","State: Not integrated","Co-Ed","Bay of Plenty Region","Opotiki District",2000,2017,1
149,"Kawerau College","Secondary (Year 9-15)","State: Not integrated","Co-Ed","Bay of Plenty Region","Kawerau District",2000,2012,1
150,"Putaruru High School","Secondary (Year 9-15)","State: Not integrated","Co-Ed","Waikato Region","South Waikato District",2000,2003,1
151,"Western Heights High School","Secondary (Year 9-15)","State: Not integrated","Co-Ed","Bay of Plenty Region","Rotorua District",2000,2017,1
152,"Rotorua Boys' High School","Secondary (Year 9-15)","State: Not integrated","Single Sex-Boys","Bay of Plenty Region","Rotorua District",2000,2017,1
153,"Rotorua Girls' High School","Secondary (Year 9-15)","State: Not integrated","Single Sex-Girls","Bay of Plenty Region","Rotorua District",2000,2017,1
154,"Rotorua Lakes High School","Secondary (Year 9-15)","State: Not integrated","Co-Ed","Bay of Plenty Region","Rotorua District",2000,2017,1
157,"Otorohanga College","Secondary (Year 9-15)","State: Not integrated","Co-Ed","Waikato Region","Otorohanga District",2000,2017,1
158,"Tokoroa High School","Secondary (Year 9-15)","State: Not integrated","Co-Ed","Waikato Region","South Waikato District",2000,2017,1
159,"Forest View High School","Secondary (Year 9-15)","State: Not integrated","Co-Ed","Waikato Region","South Waikato District",2000,2017,1
160,"Te Kuiti High School","Secondary (Year 9-15)","State: Not integrated","Co-Ed","Waikato Region","Waitomo District",2000,2017,1
161,"Benneydale School","Full Primary","State: Not integrated","Co-Ed","Waikato Region","Waitomo District",2000,2017,1
162,"Piopio College","Secondary (Year 7-15)","State: Not integrated","Co-Ed","Waikato Region","Waitomo District",2000,2017,1
164,"Reporoa College","Secondary (Year 7-15)","State: Not integrated","Co-Ed","Waikato Region","Rotorua District",2000,2017,1
165,"Rangitahi College","Secondary (Year 7-15)","State: Not integrated","Co-Ed","Bay of Plenty Region","Whakatane District",2000,2012,1
166,"Tauhara College","Secondary (Year 9-15)","State: Not integrated","Co-Ed","Waikato Region","Taupo District",2000,2017,1
167,"Taupo-nui-a-Tia College","Secondary (Year 9-15)","State: Not integrated","Co-Ed","Waikato Region","Taupo District",2000,2017,1
168,"Tongariro High School","Secondary (Year 7-15)","State: Not integrated","Co-Ed","Waikato Region","Taupo District",2000,2003,1
169,"Taumarunui High School","Secondary (Year 9-15)","State: Not integrated","Co-Ed","Manawatu-Wanganui Region","Ruapehu District",2000,2017,1
170,"Waitara High School","Secondary (Year 9-15)","State: Not integrated","Co-Ed","Taranaki Region","New Plymouth District",2000,2017,1
171,"New Plymouth Boys' High School","Secondary (Year 9-15)","State: Not integrated","Single Sex-Boys","Taranaki Region","New Plymouth District",2000,2017,1
172,"New Plymouth Girls' High School","Secondary (Year 9-15)","State: Not integrated","Single Sex-Girls","Taranaki Region","New Plymouth District",2000,2017,1
173,"Spotswood College","Secondary (Year 9-15)","State: Not integrated","Co-Ed","Taranaki Region","New Plymouth District",2000,2017,1
174,"Sacred Heart Girls' College (N Plymouth)","Secondary (Year 7-15)","State: Integrated","Single Sex-Girls","Taranaki Region","New Plymouth District",2000,2017,1
175,"Francis Douglas Memorial College","Secondary (Year 7-15)","State: Integrated","Single Sex-Boys","Taranaki Region","New Plymouth District",2000,2017,1
176,"Ohura Valley Primary","Full Primary","State: Not integrated","Co-Ed","Manawatu-Wanganui Region","Ruapehu District",2000,2017,1
177,"Inglewood High School","Secondary (Year 9-15)","State: Not integrated","Co-Ed","Taranaki Region","New Plymouth District",2000,2017,1
178,"Okato College","Secondary (Year 7-15)","State: Not integrated","Co-Ed","Taranaki Region","New Plymouth District",2000,2004,1
179,"Stratford High School","Secondary (Year 9-15)","State: Not integrated","Co-Ed","Taranaki Region","Stratford District",2000,2017,1
180,"St Mary's Diocesan School (Stratford)","Secondary (Year 9-15)","State: Integrated","Single Sex-Girls","Taranaki Region","Stratford District",2000,2017,1
181,"Opunake High School","Secondary (Year 9-15)","State: Not integrated","Co-Ed","Taranaki Region","South Taranaki District",2000,2017,1
182,"Hawera High School","Secondary (Year 9-15)","State: Not integrated","Co-Ed","Taranaki Region","South Taranaki District",2000,2017,1
183,"Ruapehu College","Secondary (Year 9-15)","State: Not integrated","Co-Ed","Manawatu-Wanganui Region","Ruapehu District",2000,2017,1
184,"Taihape College","Secondary (Year 9-15)","State: Not integrated","Co-Ed","Manawatu-Wanganui Region","Rangitikei District",2000,2004,1
185,"Patea Area School","Composite (Year 1-15)","State: Not integrated","Co-Ed","Taranaki Region","South Taranaki District",2005,2017,2
185,"Patea Area School","Secondary (Year 7-15)","State: Not integrated","Co-Ed","Taranaki Region","South Taranaki District",2000,2004,2
186,"Waverley High School","Secondary (Year 7-15)","State: Not integrated","Co-Ed","Taranaki Region","South Taranaki District",2000,2006,1
187,"Whanganui City College","Secondary (Year 9-15)","State: Not integrated","Co-Ed","Manawatu-Wanganui Region","Wanganui District",2000,2017,1
188,"Whanganui Girls' College","Secondary (Year 9-15)","State: Not integrated","Single Sex-Girls","Manawatu-Wanganui Region","Wanganui District",2000,2017,1
189,"Whanganui High School","Secondary (Year 9-15)","State: Not integrated","Co-Ed","Manawatu-Wanganui Region","Wanganui District",2000,2017,1
190,"Cullinane College","Secondary (Year 9-15)","State: Integrated","Co-Ed","Manawatu-Wanganui Region","Wanganui District",2003,2017,2
190,"Cullinane College","Secondary (Year 9-15)","State: Integrated","Single Sex-Boys","Manawatu-Wanganui Region","Wanganui District",2000,2002,2
191,"Longburn Adventist College","Secondary (Year 7-15)","State: Integrated","Co-Ed","Manawatu-Wanganui Region","Palmerston North City",2000,2017,1
192,"Wanganui Collegiate School","Secondary (Year 9-15)","Private: Fully Reg.","Co-Ed","Manawatu-Wanganui Region","Wanganui District",2004,2012,3
192,"Wanganui Collegiate School","Secondary (Year 9-15)","Private: Fully Reg.","Sen.Co-Ed, Jun.Boys","Manawatu-Wanganui Region","Wanganui District",2000,2003,3
192,"Wanganui Collegiate School","Secondary (Year 9-15)","State: Integrated","Co-Ed","Manawatu-Wanganui Region","Wanganui District",2010,2017,3
193,"Sacred Heart College (Wanganui)","Secondary (Year 9-15)","State: Integrated","Single Sex-Girls","Manawatu-Wanganui Region","Wanganui District",2000,2002,1
194,"Turakina Maori Girls' College","Secondary (Year 9-15)","State: Integrated","Single Sex-Girls","Manawatu-Wanganui Region","Rangitikei District",2000,2015,1
195,"Rangitikei College","Secondary (Year 9-15)","State: Not integrated","Co-Ed","Manawatu-Wanganui Region","Rangitikei District",2000,2017,1
196,"Nga Tawa Diocesan School","Secondary (Year 9-15)","State: Integrated","Single Sex-Girls","Manawatu-Wanganui Region","Rangitikei District",2000,2017,1
197,"Feilding High School","Secondary (Year 9-15)","State: Not integrated","Co-Ed","Manawatu-Wanganui Region","Manawatu District",2000,2017,1
198,"Awatapu College","Secondary (Year 9-15)","State: Not integrated","Co-Ed","Manawatu-Wanganui Region","Palmerston North City",2000,2017,1
199,"Hato Paora College","Secondary (Year 9-15)","State: Integrated","Single Sex-Boys","Manawatu-Wanganui Region","Manawatu District",2000,2017,1
200,"Freyberg High School","Secondary (Year 9-15)","State: Not integrated","Co-Ed","Manawatu-Wanganui Region","Palmerston North City",2000,2017,1
201,"Queen Elizabeth College","Secondary (Year 9-15)","State: Not integrated","Co-Ed","Manawatu-Wanganui Region","Palmerston North City",2000,2017,1
202,"Palmerston North Boys' High School","Secondary (Year 9-15)","State: Not integrated","Single Sex-Boys","Manawatu-Wanganui Region","Palmerston North City",2000,2017,1
203,"Palmerston North Girls' High School","Secondary (Year 9-15)","State: Not integrated","Single Sex-Girls","Manawatu-Wanganui Region","Palmerston North City",2000,2017,1
204,"St Peter's College (Palmerston North)","Secondary (Year 7-15)","State: Integrated","Co-Ed","Manawatu-Wanganui Region","Palmerston North City",2000,2017,1
205,"Manawatu College","Secondary (Year 9-15)","State: Not integrated","Co-Ed","Manawatu-Wanganui Region","Horowhenua District",2000,2017,1
206,"Ngata Memorial College","Composite (Year 1-15)","State: Not integrated","Co-Ed","Gisborne Region","Gisborne District",2002,2017,2
206,"Ngata Memorial College","Secondary (Year 9-15)","State: Not integrated","Co-Ed","Gisborne Region","Gisborne District",2000,2001,2
207,"Waikohu College","Secondary (Year 7-15)","State: Not integrated","Co-Ed","Gisborne Region","Gisborne District",2000,2010,1
208,"Lytton High School","Secondary (Year 9-15)","State: Not integrated","Co-Ed","Gisborne Region","Gisborne District",2000,2017,1
209,"Gisborne Boys' High School","Secondary (Year 9-15)","State: Not integrated","Single Sex-Boys","Gisborne Region","Gisborne District",2000,2017,1
210,"Gisborne Girls' High School","Secondary (Year 9-15)","State: Not integrated","Single Sex-Girls","Gisborne Region","Gisborne District",2000,2017,1
211,"Campion College","Secondary (Year 7-15)","State: Integrated","Co-Ed","Gisborne Region","Gisborne District",2004,2017,2
211,"Campion College","Secondary (Year 9-15)","State: Integrated","Co-Ed","Gisborne Region","Gisborne District",2000,2003,2
212,"Tolaga Bay Area School","Composite (Year 1-15)","State: Not integrated","Co-Ed","Gisborne Region","Gisborne District",2000,2017,1
213,"Te Waha-O-Rerekohu Area School","Composite (Year 1-15)","State: Not integrated","Co-Ed","Gisborne Region","Gisborne District",2000,2004,1
214,"Wairoa College","Secondary (Year 7-15)","State: Not integrated","Co-Ed","Hawkes Bay Region","Wairoa District",2005,2017,2
214,"Wairoa College","Secondary (Year 9-15)","State: Not integrated","Co-Ed","Hawkes Bay Region","Wairoa District",2000,2004,2
215,"Taradale High School","Secondary (Year 9-15)","State: Not integrated","Co-Ed","Hawkes Bay Region","Napier City",2000,2017,1
216,"Napier Boys' High School","Secondary (Year 9-15)","State: Not integrated","Single Sex-Boys","Hawkes Bay Region","Napier City",2000,2017,1
217,"Napier Girls' High School","Secondary (Year 9-15)","State: Not integrated","Single Sex-Girls","Hawkes Bay Region","Napier City",2000,2017,1
218,"Tamatea High School","Secondary (Year 9-15)","State: Not integrated","Co-Ed","Hawkes Bay Region","Napier City",2000,2017,1
219,"Sacred Heart College (Napier)","Secondary (Year 9-15)","State: Integrated","Single Sex-Girls","Hawkes Bay Region","Napier City",2000,2017,1
